"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Humphreys County, MS"	"28053"	"2018"	"2018"	65	1402	4636.2
	"Humphreys County, MS"	"28053"	"2019"	"2019"	77	1428	5392.2
	"Humphreys County, MS"	"28053"	"2020 "	"2020"	90	1407	6396.6
	"Issaquena County, MS"	"28055"	"2018"	"2018"	11	218	Unreliable
	"Issaquena County, MS"	"28055"	"2019"	"2019"	14	221	Unreliable
	"Issaquena County, MS"	"28055"	"2020 "	"2020"	10	228	Unreliable
	"Itawamba County, MS"	"28057"	"2014"	"2014"	213	4101	5193.9
	"Itawamba County, MS"	"28057"	"2015"	"2015"	217	4148	5231.4
	"Itawamba County, MS"	"28057"	"2016"	"2016"	225	4142	5432.2
	"Itawamba County, MS"	"28057"	"2017"	"2017"	203	4101	4950.0
	"Itawamba County, MS"	"28057"	"2018"	"2018"	201	4152	4841.0
	"Itawamba County, MS"	"28057"	"2019"	"2019"	250	4213	5934.0
	"Itawamba County, MS"	"28057"	"2020 "	"2020"	278	4268	6513.6
	"Jackson County, MS"	"28059"	"2014"	"2014"	878	20026	4384.3
	"Jackson County, MS"	"28059"	"2015"	"2015"	922	20634	4468.4
	"Jackson County, MS"	"28059"	"2016"	"2016"	922	21168	4355.6
	"Jackson County, MS"	"28059"	"2017"	"2017"	953	21935	4344.7
	"Jackson County, MS"	"28059"	"2018"	"2018"	955	22721	4203.2
	"Jackson County, MS"	"28059"	"2019"	"2019"	1081	23457	4608.4
	"Jackson County, MS"	"28059"	"2020 "	"2020"	1150	24064	4778.9
	"Jasper County, MS"	"28061"	"2014"	"2014"	132	2988	4417.7
	"Jasper County, MS"	"28061"	"2015"	"2015"	135	3069	4398.8
	"Jasper County, MS"	"28061"	"2016"	"2016"	154	3151	4887.3
	"Jasper County, MS"	"28061"	"2017"	"2017"	143	3262	4383.8
	"Jasper County, MS"	"28061"	"2018"	"2018"	121	3352	3609.8
	"Jasper County, MS"	"28061"	"2019"	"2019"	152	3399	4471.9
	"Jasper County, MS"	"28061"	"2020 "	"2020"	166	3433	4835.4
	"Jefferson County, MS"	"28063"	"2014"	"2014"	60	1059	5665.7
	"Jefferson County, MS"	"28063"	"2015"	"2015"	54	1099	4913.6
	"Jefferson County, MS"	"28063"	"2016"	"2016"	60	1115	5381.2
	"Jefferson County, MS"	"28063"	"2017"	"2017"	61	1176	5187.1
	"Jefferson County, MS"	"28063"	"2018"	"2018"	54	1199	4503.8
	"Jefferson County, MS"	"28063"	"2019"	"2019"	44	1215	3621.4
	"Jefferson County, MS"	"28063"	"2020 "	"2020"	62	1294	4791.3
	"Jefferson Davis County, MS"	"28065"	"2014"	"2014"	84	2283	3679.4
	"Jefferson Davis County, MS"	"28065"	"2015"	"2015"	120	2324	5163.5
	"Jefferson Davis County, MS"	"28065"	"2016"	"2016"	102	2393	4262.4
	"Jefferson Davis County, MS"	"28065"	"2017"	"2017"	112	2485	4507.0
	"Jefferson Davis County, MS"	"28065"	"2018"	"2018"	111	2550	4352.9
	"Jefferson Davis County, MS"	"28065"	"2019"	"2019"	101	2570	3930.0
	"Jefferson Davis County, MS"	"28065"	"2020 "	"2020"	117	2573	4547.2
	"Jones County, MS"	"28067"	"2014"	"2014"	520	10600	4905.7
	"Jones County, MS"	"28067"	"2015"	"2015"	598	10703	5587.2
	"Jones County, MS"	"28067"	"2016"	"2016"	521	10912	4774.6
	"Jones County, MS"	"28067"	"2017"	"2017"	541	11301	4787.2
	"Jones County, MS"	"28067"	"2018"	"2018"	588	11577	5079.0
	"Jones County, MS"	"28067"	"2019"	"2019"	559	11827	4726.5
	"Jones County, MS"	"28067"	"2020 "	"2020"	632	12165	5195.2
	"Kemper County, MS"	"28069"	"2014"	"2014"	61	1753	3479.7
	"Kemper County, MS"	"28069"	"2015"	"2015"	66	1781	3705.8
	"Kemper County, MS"	"28069"	"2016"	"2016"	64	1842	3474.5
	"Kemper County, MS"	"28069"	"2017"	"2017"	83	1987	4177.2
	"Kemper County, MS"	"28069"	"2018"	"2018"	70	2025	3456.8
	"Kemper County, MS"	"28069"	"2019"	"2019"	68	2037	3338.2
	"Kemper County, MS"	"28069"	"2020 "	"2020"	98	2110	4644.5
	"Lafayette County, MS"	"28071"	"2014"	"2014"	259	5956	4348.6
	"Lafayette County, MS"	"28071"	"2015"	"2015"	308	6126	5027.8
	"Lafayette County, MS"	"28071"	"2016"	"2016"	242	6416	3771.8
	"Lafayette County, MS"	"28071"	"2017"	"2017"	314	6509	4824.1
	"Lafayette County, MS"	"28071"	"2018"	"2018"	271	6929	3911.1
	"Lafayette County, MS"	"28071"	"2019"	"2019"	286	7211	3966.2
	"Lafayette County, MS"	"28071"	"2020 "	"2020"	361	7567	4770.7
	"Lamar County, MS"	"28073"	"2014"	"2014"	266	6965	3819.1
	"Lamar County, MS"	"28073"	"2015"	"2015"	302	7185	4203.2
	"Lamar County, MS"	"28073"	"2016"	"2016"	324	7431	4360.1
	"Lamar County, MS"	"28073"	"2017"	"2017"	318	8184	3885.6
	"Lamar County, MS"	"28073"	"2018"	"2018"	317	8603	3684.8
	"Lamar County, MS"	"28073"	"2019"	"2019"	278	9096	3056.3
	"Lamar County, MS"	"28073"	"2020 "	"2020"	404	9486	4258.9
	"Lauderdale County, MS"	"28075"	"2014"	"2014"	570	12042	4733.4
	"Lauderdale County, MS"	"28075"	"2015"	"2015"	617	12320	5008.1
	"Lauderdale County, MS"	"28075"	"2016"	"2016"	571	12671	4506.4
	"Lauderdale County, MS"	"28075"	"2017"	"2017"	581	12810	4535.5
	"Lauderdale County, MS"	"28075"	"2018"	"2018"	628	13072	4804.2
	"Lauderdale County, MS"	"28075"	"2019"	"2019"	613	13170	4654.5
	"Lauderdale County, MS"	"28075"	"2020 "	"2020"	846	13517	6258.8
	"Lawrence County, MS"	"28077"	"2014"	"2014"	77	2020	3811.9
	"Lawrence County, MS"	"28077"	"2015"	"2015"	95	2056	4620.6
	"Lawrence County, MS"	"28077"	"2016"	"2016"	111	2100	5285.7
	"Lawrence County, MS"	"28077"	"2017"	"2017"	118	2211	5337.0
	"Lawrence County, MS"	"28077"	"2018"	"2018"	118	2240	5267.9
	"Lawrence County, MS"	"28077"	"2019"	"2019"	117	2291	5106.9
	"Lawrence County, MS"	"28077"	"2020 "	"2020"	148	2358	6276.5
	"Leake County, MS"	"28079"	"2014"	"2014"	158	3348	4719.2
	"Leake County, MS"	"28079"	"2015"	"2015"	148	3447	4293.6
	"Leake County, MS"	"28079"	"2016"	"2016"	161	3484	4621.1
	"Leake County, MS"	"28079"	"2017"	"2017"	164	3618	4532.9
	"Leake County, MS"	"28079"	"2018"	"2018"	156	3719	4194.7
	"Leake County, MS"	"28079"	"2019"	"2019"	179	3810	4698.2
	"Leake County, MS"	"28079"	"2020 "	"2020"	211	3942	5352.6
	"Lee County, MS"	"28081"	"2014"	"2014"	652	12217	5336.8
	"Lee County, MS"	"28081"	"2015"	"2015"	659	12457	5290.2
	"Lee County, MS"	"28081"	"2016"	"2016"	642	12700	5055.1
	"Lee County, MS"	"28081"	"2017"	"2017"	686	12281	5585.9
	"Lee County, MS"	"28081"	"2018"	"2018"	623	12598	4945.2
	"Lee County, MS"	"28081"	"2019"	"2019"	625	12956	4824.0
	"Lee County, MS"	"28081"	"2020 "	"2020"	807	13193	6116.9
	"Leflore County, MS"	"28083"	"2014"	"2014"	223	3950	5645.6
	"Leflore County, MS"	"28083"	"2015"	"2015"	252	4028	6256.2
	"Leflore County, MS"	"28083"	"2016"	"2016"	248	4077	6082.9
	"Leflore County, MS"	"28083"	"2017"	"2017"	241	4067	5925.7
	"Leflore County, MS"	"28083"	"2018"	"2018"	241	4171	5778.0
	"Leflore County, MS"	"28083"	"2019"	"2019"	234	4150	5638.6
	"Leflore County, MS"	"28083"	"2020 "	"2020"	377	4238	8895.7
	"Lincoln County, MS"	"28085"	"2014"	"2014"	259	5416	4782.1
	"Lincoln County, MS"	"28085"	"2015"	"2015"	290	5514	5259.3
	"Lincoln County, MS"	"28085"	"2016"	"2016"	274	5658	4842.7
	"Lincoln County, MS"	"28085"	"2017"	"2017"	320	5769	5546.9
	"Lincoln County, MS"	"28085"	"2018"	"2018"	305	5881	5186.2
	"Lincoln County, MS"	"28085"	"2019"	"2019"	322	5963	5400.0
	"Lincoln County, MS"	"28085"	"2020 "	"2020"	390	6098	6395.5
	"Lowndes County, MS"	"28087"	"2014"	"2014"	423	8613	4911.2
	"Lowndes County, MS"	"28087"	"2015"	"2015"	396	8877	4461.0
	"Lowndes County, MS"	"28087"	"2016"	"2016"	454	9120	4978.1
	"Lowndes County, MS"	"28087"	"2017"	"2017"	462	9174	5036.0
	"Lowndes County, MS"	"28087"	"2018"	"2018"	448	9352	4790.4
	"Lowndes County, MS"	"28087"	"2019"	"2019"	485	9535	5086.5
	"Lowndes County, MS"	"28087"	"2020 "	"2020"	551	9736	5659.4
	"Madison County, MS"	"28089"	"2014"	"2014"	709	12515	5665.2
	"Madison County, MS"	"28089"	"2015"	"2015"	733	13181	5561.0
	"Madison County, MS"	"28089"	"2016"	"2016"	718	13917	5159.2
	"Madison County, MS"	"28089"	"2017"	"2017"	779	13245	5881.5
	"Madison County, MS"	"28089"	"2018"	"2018"	791	14043	5632.7
	"Madison County, MS"	"28089"	"2019"	"2019"	824	14724	5596.3
	"Madison County, MS"	"28089"	"2020 "	"2020"	895	15356	5828.3
	"Marion County, MS"	"28091"	"2014"	"2014"	188	4307	4365.0
	"Marion County, MS"	"28091"	"2015"	"2015"	223	4377	5094.8
	"Marion County, MS"	"28091"	"2016"	"2016"	229	4472	5120.8
	"Marion County, MS"	"28091"	"2017"	"2017"	207	4478	4622.6
	"Marion County, MS"	"28091"	"2018"	"2018"	196	4591	4269.2
	"Marion County, MS"	"28091"	"2019"	"2019"	252	4753	5301.9
	"Marion County, MS"	"28091"	"2020 "	"2020"	312	4725	6603.2
	"Marshall County, MS"	"28093"	"2014"	"2014"	251	5434	4619.1
	"Marshall County, MS"	"28093"	"2015"	"2015"	268	5619	4769.5
	"Marshall County, MS"	"28093"	"2016"	"2016"	240	5810	4130.8
	"Marshall County, MS"	"28093"	"2017"	"2017"	282	6022	4682.8
	"Marshall County, MS"	"28093"	"2018"	"2018"	272	6214	4377.2
	"Marshall County, MS"	"28093"	"2019"	"2019"	302	6406	4714.3
	"Marshall County, MS"	"28093"	"2020 "	"2020"	327	6519	5016.1
	"Monroe County, MS"	"28095"	"2014"	"2014"	309	6333	4879.2
	"Monroe County, MS"	"28095"	"2015"	"2015"	312	6489	4808.1
	"Monroe County, MS"	"28095"	"2016"	"2016"	342	6546	5224.6
	"Monroe County, MS"	"28095"	"2017"	"2017"	338	6758	5001.5
	"Monroe County, MS"	"28095"	"2018"	"2018"	308	6831	4508.9
	"Monroe County, MS"	"28095"	"2019"	"2019"	351	6954	5047.5
	"Monroe County, MS"	"28095"	"2020 "	"2020"	434	7101	6111.8
	"Montgomery County, MS"	"28097"	"2014"	"2014"	84	1977	4248.9
	"Montgomery County, MS"	"28097"	"2015"	"2015"	84	1983	4236.0
	"Montgomery County, MS"	"28097"	"2016"	"2016"	106	2023	5239.7
	"Montgomery County, MS"	"28097"	"2017"	"2017"	88	2137	4117.9
	"Montgomery County, MS"	"28097"	"2018"	"2018"	116	2169	5348.1
	"Montgomery County, MS"	"28097"	"2019"	"2019"	109	2168	5027.7
	"Montgomery County, MS"	"28097"	"2020 "	"2020"	138	2223	6207.8
	"Neshoba County, MS"	"28099"	"2014"	"2014"	228	4319	5279.0
	"Neshoba County, MS"	"28099"	"2015"	"2015"	278	4399	6319.6
	"Neshoba County, MS"	"28099"	"2016"	"2016"	267	4442	6010.8
	"Neshoba County, MS"	"28099"	"2017"	"2017"	244	4553	5359.1
	"Neshoba County, MS"	"28099"	"2018"	"2018"	266	4608	5772.6
	"Neshoba County, MS"	"28099"	"2019"	"2019"	269	4682	5745.4
	"Neshoba County, MS"	"28099"	"2020 "	"2020"	347	4798	7232.2
	"Newton County, MS"	"28101"	"2014"	"2014"	190	3539	5368.7
	"Newton County, MS"	"28101"	"2015"	"2015"	178	3607	4934.8
	"Newton County, MS"	"28101"	"2016"	"2016"	191	3650	5232.9
	"Newton County, MS"	"28101"	"2017"	"2017"	206	3496	5892.4
	"Newton County, MS"	"28101"	"2018"	"2018"	175	3585	4881.5
	"Newton County, MS"	"28101"	"2019"	"2019"	185	3585	5160.4
	"Newton County, MS"	"28101"	"2020 "	"2020"	213	3593	5928.2
	"Noxubee County, MS"	"28103"	"2014"	"2014"	84	1748	4805.5
	"Noxubee County, MS"	"28103"	"2015"	"2015"	88	1767	4980.2
	"Noxubee County, MS"	"28103"	"2016"	"2016"	82	1781	4604.2
	"Noxubee County, MS"	"28103"	"2017"	"2017"	81	1691	4790.1
	"Noxubee County, MS"	"28103"	"2018"	"2018"	91	1724	5278.4
	"Noxubee County, MS"	"28103"	"2019"	"2019"	76	1733	4385.5
	"Noxubee County, MS"	"28103"	"2020 "	"2020"	112	1787	6267.5
	"Oktibbeha County, MS"	"28105"	"2014"	"2014"	199	5071	3924.3
	"Oktibbeha County, MS"	"28105"	"2015"	"2015"	231	5203	4439.7
	"Oktibbeha County, MS"	"28105"	"2016"	"2016"	192	5333	3600.2
	"Oktibbeha County, MS"	"28105"	"2017"	"2017"	219	5439	4026.5
	"Oktibbeha County, MS"	"28105"	"2018"	"2018"	221	5710	3870.4
	"Oktibbeha County, MS"	"28105"	"2019"	"2019"	217	5953	3645.2
	"Oktibbeha County, MS"	"28105"	"2020 "	"2020"	309	6021	5132.0
	"Panola County, MS"	"28107"	"2014"	"2014"	263	4891	5377.2
	"Panola County, MS"	"28107"	"2015"	"2015"	252	5025	5014.9
	"Panola County, MS"	"28107"	"2016"	"2016"	274	5167	5302.9
	"Panola County, MS"	"28107"	"2017"	"2017"	263	5236	5022.9
	"Panola County, MS"	"28107"	"2018"	"2018"	247	5379	4591.9
	"Panola County, MS"	"28107"	"2019"	"2019"	277	5584	4960.6
	"Panola County, MS"	"28107"	"2020 "	"2020"	333	5677	5865.8
	"Pearl River County, MS"	"28109"	"2014"	"2014"	414	9492	4361.6
	"Pearl River County, MS"	"28109"	"2015"	"2015"	456	9747	4678.4
	"Pearl River County, MS"	"28109"	"2016"	"2016"	471	10033	4694.5
	"Pearl River County, MS"	"28109"	"2017"	"2017"	487	10205	4772.2
	"Pearl River County, MS"	"28109"	"2018"	"2018"	525	10395	5050.5
	"Pearl River County, MS"	"28109"	"2019"	"2019"	491	10601	4631.6
	"Pearl River County, MS"	"28109"	"2020 "	"2020"	619	11015	5619.6
	"Perry County, MS"	"28111"	"2014"	"2014"	86	2097	4101.1
	"Perry County, MS"	"28111"	"2015"	"2015"	94	2148	4376.2
	"Perry County, MS"	"28111"	"2016"	"2016"	87	2205	3945.6
	"Perry County, MS"	"28111"	"2017"	"2017"	89	2133	4172.5
	"Perry County, MS"	"28111"	"2018"	"2018"	89	2179	4084.4
	"Perry County, MS"	"28111"	"2019"	"2019"	99	2235	4429.5
	"Perry County, MS"	"28111"	"2020 "	"2020"	153	2312	6617.6
	"Pike County, MS"	"28113"	"2014"	"2014"	334	6266	5330.4
	"Pike County, MS"	"28113"	"2015"	"2015"	347	6432	5394.9
	"Pike County, MS"	"28113"	"2016"	"2016"	340	6540	5198.8
	"Pike County, MS"	"28113"	"2017"	"2017"	345	6645	5191.9
	"Pike County, MS"	"28113"	"2018"	"2018"	389	6833	5693.0
	"Pike County, MS"	"28113"	"2019"	"2019"	359	6913	5193.1
	"Pike County, MS"	"28113"	"2020 "	"2020"	442	6882	6422.6
	"Pontotoc County, MS"	"28115"	"2014"	"2014"	220	4317	5096.1
	"Pontotoc County, MS"	"28115"	"2015"	"2015"	202	4436	4553.7
	"Pontotoc County, MS"	"28115"	"2016"	"2016"	204	4538	4495.4
	"Pontotoc County, MS"	"28115"	"2017"	"2017"	214	4657	4595.2
	"Pontotoc County, MS"	"28115"	"2018"	"2018"	222	4763	4660.9
	"Pontotoc County, MS"	"28115"	"2019"	"2019"	198	4880	4057.4
	"Pontotoc County, MS"	"28115"	"2020 "	"2020"	294	5090	5776.0
	"Prentiss County, MS"	"28117"	"2014"	"2014"	190	4314	4404.3
	"Prentiss County, MS"	"28117"	"2015"	"2015"	219	4316	5074.1
	"Prentiss County, MS"	"28117"	"2016"	"2016"	217	4350	4988.5
	"Prentiss County, MS"	"28117"	"2017"	"2017"	241	4573	5270.1
	"Prentiss County, MS"	"28117"	"2018"	"2018"	234	4603	5083.6
	"Prentiss County, MS"	"28117"	"2019"	"2019"	222	4631	4793.8
	"Prentiss County, MS"	"28117"	"2020 "	"2020"	293	4678	6263.4
	"Quitman County, MS"	"28119"	"2014"	"2014"	42	1148	3658.5
	"Quitman County, MS"	"28119"	"2015"	"2015"	58	1171	4953.0
	"Quitman County, MS"	"28119"	"2016"	"2016"	51	1175	4340.4
	"Quitman County, MS"	"28119"	"2017"	"2017"	64	1217	5258.8
	"Quitman County, MS"	"28119"	"2018"	"2018"	71	1224	5800.7
	"Quitman County, MS"	"28119"	"2019"	"2019"	61	1231	4955.3
	"Quitman County, MS"	"28119"	"2020 "	"2020"	96	1274	7535.3
	"Rankin County, MS"	"28121"	"2014"	"2014"	693	19725	3513.3
	"Rankin County, MS"	"28121"	"2015"	"2015"	801	20432	3920.3
	"Rankin County, MS"	"28121"	"2016"	"2016"	776	21166	3666.3
	"Rankin County, MS"	"28121"	"2017"	"2017"	841	22675	3708.9
	"Rankin County, MS"	"28121"	"2018"	"2018"	890	23539	3781.0
	"Rankin County, MS"	"28121"	"2019"	"2019"	857	24326	3523.0
	"Rankin County, MS"	"28121"	"2020 "	"2020"	1146	25386	4514.3
	"Scott County, MS"	"28123"	"2014"	"2014"	172	3893	4418.2
	"Scott County, MS"	"28123"	"2015"	"2015"	184	3968	4637.1
	"Scott County, MS"	"28123"	"2016"	"2016"	173	4034	4288.5
	"Scott County, MS"	"28123"	"2017"	"2017"	226	4235	5336.5
	"Scott County, MS"	"28123"	"2018"	"2018"	188	4260	4413.1
	"Scott County, MS"	"28123"	"2019"	"2019"	214	4337	4934.3
	"Scott County, MS"	"28123"	"2020 "	"2020"	241	4470	5391.5
	"Sharkey County, MS"	"28125"	"2014"	"2014"	42	750	5600.0
	"Sharkey County, MS"	"28125"	"2015"	"2015"	38	771	4928.7
	"Sharkey County, MS"	"28125"	"2016"	"2016"	34	800	4250.0
	"Sharkey County, MS"	"28125"	"2017"	"2017"	43	818	5256.7
	"Sharkey County, MS"	"28125"	"2018"	"2018"	40	838	4773.3
	"Sharkey County, MS"	"28125"	"2019"	"2019"	42	866	4849.9
	"Sharkey County, MS"	"28125"	"2020 "	"2020"	57	859	6635.6
	"Simpson County, MS"	"28127"	"2014"	"2014"	197	4278	4605.0
	"Simpson County, MS"	"28127"	"2015"	"2015"	226	4370	5171.6
	"Simpson County, MS"	"28127"	"2016"	"2016"	217	4458	4867.7
	"Simpson County, MS"	"28127"	"2017"	"2017"	229	4628	4948.1
	"Simpson County, MS"	"28127"	"2018"	"2018"	207	4706	4398.6
	"Simpson County, MS"	"28127"	"2019"	"2019"	216	4824	4477.6
	"Simpson County, MS"	"28127"	"2020 "	"2020"	274	5059	5416.1
	"Smith County, MS"	"28129"	"2014"	"2014"	125	2780	4496.4
	"Smith County, MS"	"28129"	"2015"	"2015"	154	2811	5478.5
	"Smith County, MS"	"28129"	"2016"	"2016"	117	2850	4105.3
	"Smith County, MS"	"28129"	"2017"	"2017"	110	3018	3644.8
	"Smith County, MS"	"28129"	"2018"	"2018"	111	3138	3537.3
	"Smith County, MS"	"28129"	"2019"	"2019"	127	3265	3889.7
	"Smith County, MS"	"28129"	"2020 "	"2020"	148	3272	4523.2
	"Stone County, MS"	"28131"	"2014"	"2014"	105	2549	4119.3
	"Stone County, MS"	"28131"	"2015"	"2015"	116	2668	4347.8
	"Stone County, MS"	"28131"	"2016"	"2016"	131	2756	4753.3
	"Stone County, MS"	"28131"	"2017"	"2017"	138	2815	4902.3
	"Stone County, MS"	"28131"	"2018"	"2018"	132	2991	4413.2
	"Stone County, MS"	"28131"	"2019"	"2019"	142	3082	4607.4
	"Stone County, MS"	"28131"	"2020 "	"2020"	173	3131	5525.4
	"Sunflower County, MS"	"28133"	"2014"	"2014"	163	3177	5130.6
	"Sunflower County, MS"	"28133"	"2015"	"2015"	191	3259	5860.7
	"Sunflower County, MS"	"28133"	"2016"	"2016"	176	3353	5249.0
	"Sunflower County, MS"	"28133"	"2017"	"2017"	186	3400	5470.6
	"Sunflower County, MS"	"28133"	"2018"	"2018"	204	3518	5798.7
	"Sunflower County, MS"	"28133"	"2019"	"2019"	204	3609	5652.5
	"Sunflower County, MS"	"28133"	"2020 "	"2020"	273	3666	7446.8
	"Tallahatchie County, MS"	"28135"	"2014"	"2014"	96	1996	4809.6
	"Tallahatchie County, MS"	"28135"	"2015"	"2015"	108	2006	5383.8
	"Tallahatchie County, MS"	"28135"	"2016"	"2016"	98	2037	4811.0
	"Tallahatchie County, MS"	"28135"	"2017"	"2017"	106	2089	5074.2
	"Tallahatchie County, MS"	"28135"	"2018"	"2018"	106	2090	5071.8
	"Tallahatchie County, MS"	"28135"	"2019"	"2019"	83	2107	3939.3
	"Tallahatchie County, MS"	"28135"	"2020 "	"2020"	142	2232	6362.0
	"Tate County, MS"	"28137"	"2014"	"2014"	195	4221	4619.8
	"Tate County, MS"	"28137"	"2015"	"2015"	211	4318	4886.5
	"Tate County, MS"	"28137"	"2016"	"2016"	202	4423	4567.0
	"Tate County, MS"	"28137"	"2017"	"2017"	213	4630	4600.4
	"Tate County, MS"	"28137"	"2018"	"2018"	222	4799	4626.0
	"Tate County, MS"	"28137"	"2019"	"2019"	209	4863	4297.8
	"Tate County, MS"	"28137"	"2020 "	"2020"	294	4914	5982.9
	"Tippah County, MS"	"28139"	"2014"	"2014"	187	3490	5358.2
	"Tippah County, MS"	"28139"	"2015"	"2015"	194	3549	5466.3
	"Tippah County, MS"	"28139"	"2016"	"2016"	200	3603	5550.9
	"Tippah County, MS"	"28139"	"2017"	"2017"	188	3579	5252.9
	"Tippah County, MS"	"28139"	"2018"	"2018"	196	3637	5389.1
	"Tippah County, MS"	"28139"	"2019"	"2019"	190	3721	5106.2
	"Tippah County, MS"	"28139"	"2020 "	"2020"	233	3790	6147.8
	"Tishomingo County, MS"	"28141"	"2014"	"2014"	212	3802	5576.0
	"Tishomingo County, MS"	"28141"	"2015"	"2015"	224	3854	5812.1
	"Tishomingo County, MS"	"28141"	"2016"	"2016"	200	3896	5133.5
	"Tishomingo County, MS"	"28141"	"2017"	"2017"	206	3922	5252.4
	"Tishomingo County, MS"	"28141"	"2018"	"2018"	217	3969	5467.4
	"Tishomingo County, MS"	"28141"	"2019"	"2019"	208	4024	5169.0
	"Tishomingo County, MS"	"28141"	"2020 "	"2020"	272	4087	6655.2
	"Tunica County, MS"	"28143"	"2014"	"2014"	60	1083	5540.2
	"Tunica County, MS"	"28143"	"2015"	"2015"	51	1141	4469.8
	"Tunica County, MS"	"28143"	"2016"	"2016"	60	1166	5145.8
	"Tunica County, MS"	"28143"	"2017"	"2017"	66	1181	5588.5
	"Tunica County, MS"	"28143"	"2018"	"2018"	81	1215	6666.7
	"Tunica County, MS"	"28143"	"2019"	"2019"	65	1239	5246.2
	"Tunica County, MS"	"28143"	"2020 "	"2020"	68	1246	5457.5
	"Union County, MS"	"28145"	"2014"	"2014"	227	4402	5156.7
	"Union County, MS"	"28145"	"2015"	"2015"	214	4468	4789.6
	"Union County, MS"	"28145"	"2016"	"2016"	240	4538	5288.7
	"Union County, MS"	"28145"	"2017"	"2017"	226	4678	4831.1
	"Union County, MS"	"28145"	"2018"	"2018"	245	4785	5120.2
	"Union County, MS"	"28145"	"2019"	"2019"	228	4858	4693.3
	"Union County, MS"	"28145"	"2020 "	"2020"	252	4938	5103.3
	"Walthall County, MS"	"28147"	"2014"	"2014"	135	2630	5133.1
	"Walthall County, MS"	"28147"	"2015"	"2015"	136	2674	5086.0
	"Walthall County, MS"	"28147"	"2016"	"2016"	138	2721	5071.7
	"Walthall County, MS"	"28147"	"2017"	"2017"	133	2768	4804.9
	"Walthall County, MS"	"28147"	"2018"	"2018"	153	2840	5387.3
	"Walthall County, MS"	"28147"	"2019"	"2019"	120	2846	4216.4
	"Walthall County, MS"	"28147"	"2020 "	"2020"	158	2965	5328.8
	"Warren County, MS"	"28149"	"2014"	"2014"	339	6989	4850.5
	"Warren County, MS"	"28149"	"2015"	"2015"	375	7077	5298.9
	"Warren County, MS"	"28149"	"2016"	"2016"	373	7335	5085.2
	"Warren County, MS"	"28149"	"2017"	"2017"	352	7503	4691.5
	"Warren County, MS"	"28149"	"2018"	"2018"	321	7665	4187.9
	"Warren County, MS"	"28149"	"2019"	"2019"	312	7826	3986.7
	"Warren County, MS"	"28149"	"2020 "	"2020"	460	8068	5701.5
	"Washington County, MS"	"28151"	"2014"	"2014"	386	6672	5785.4
	"Washington County, MS"	"28151"	"2015"	"2015"	395	6820	5791.8
	"Washington County, MS"	"28151"	"2016"	"2016"	367	6958	5274.5
	"Washington County, MS"	"28151"	"2017"	"2017"	363	6964	5212.5
	"Washington County, MS"	"28151"	"2018"	"2018"	370	7140	5182.1
	"Washington County, MS"	"28151"	"2019"	"2019"	418	7324	5707.3
	"Washington County, MS"	"28151"	"2020 "	"2020"	515	7452	6910.9
	"Wayne County, MS"	"28153"	"2014"	"2014"	138	3227	4276.4
	"Wayne County, MS"	"28153"	"2015"	"2015"	174	3311	5255.2
	"Wayne County, MS"	"28153"	"2016"	"2016"	152	3399	4471.9
	"Wayne County, MS"	"28153"	"2017"	"2017"	163	3414	4774.5
	"Wayne County, MS"	"28153"	"2018"	"2018"	169	3473	4866.1
	"Wayne County, MS"	"28153"	"2019"	"2019"	137	3556	3852.6
	"Wayne County, MS"	"28153"	"2020 "	"2020"	181	3607	5018.0
	"Webster County, MS"	"28155"	"2014"	"2014"	106	1659	6389.4
	"Webster County, MS"	"28155"	"2015"	"2015"	101	1671	6044.3
	"Webster County, MS"	"28155"	"2016"	"2016"	95	1722	5516.8
	"Webster County, MS"	"28155"	"2017"	"2017"	113	1722	6562.1
	"Webster County, MS"	"28155"	"2018"	"2018"	122	1738	7019.6
	"Webster County, MS"	"28155"	"2019"	"2019"	86	1739	4945.4
	"Webster County, MS"	"28155"	"2020 "	"2020"	117	1735	6743.5
	"Wilkinson County, MS"	"28157"	"2014"	"2014"	85	1427	5956.6
	"Wilkinson County, MS"	"28157"	"2015"	"2015"	73	1469	4969.4
	"Wilkinson County, MS"	"28157"	"2016"	"2016"	92	1504	6117.0
	"Wilkinson County, MS"	"28157"	"2017"	"2017"	90	1512	5952.4
	"Wilkinson County, MS"	"28157"	"2018"	"2018"	80	1513	5287.5
	"Wilkinson County, MS"	"28157"	"2019"	"2019"	87	1536	5664.1
	"Wilkinson County, MS"	"28157"	"2020 "	"2020"	98	1546	6338.9
	"Winston County, MS"	"28159"	"2014"	"2014"	157	3219	4877.3
	"Winston County, MS"	"28159"	"2015"	"2015"	147	3291	4466.7
	"Winston County, MS"	"28159"	"2016"	"2016"	163	3306	4930.4
	"Winston County, MS"	"28159"	"2017"	"2017"	158	3573	4422.1
	"Winston County, MS"	"28159"	"2018"	"2018"	198	3628	5457.6
	"Winston County, MS"	"28159"	"2019"	"2019"	170	3680	4619.6
	"Winston County, MS"	"28159"	"2020 "	"2020"	210	3813	5507.5
	"Yalobusha County, MS"	"28161"	"2014"	"2014"	116	2244	5169.3
	"Yalobusha County, MS"	"28161"	"2015"	"2015"	132	2301	5736.6
	"Yalobusha County, MS"	"28161"	"2016"	"2016"	123	2371	5187.7
